# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
14/03/2026 00:00:00,Base Station,2194006,55.538870,5.033200,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190064,56.716568,11.519047,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,229716000,55.050192,13.996550,Under way using engine,-0.7,10.1,249.6,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2194006,55.538917,5.033400,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2194005,56.344250,4.272000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265874000,55.032405,12.722517,Moored,0.0,14.5,212.4,214,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265874000,55.032405,12.722517,Moored,0.0,14.5,212.4,214,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2194005,56.344250,4.272000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219005901,56.368343,8.121195,Engaged in fishing,0.0,0.0,353.9,269,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190064,56.716568,11.519047,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class B,219018733,56.043180,12.614092,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190064,56.716568,11.519047,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211266470,55.095223,14.696420,Under way using engine,0.0,0.0,301.1,121,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219024411,57.117872,8.590210,Engaged in fishing,0.0,0.0,355.9,218,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,261221000,55.667273,14.888475,Under way using engine,0.0,7.3,34.7,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219006113,57.320988,11.127188,Engaged in fishing,0.0,0.0,226.7,156,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219001518,56.003370,8.124227,Engaged in fishing,0.0,0.0,124.1,63,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219029577,54.750910,10.670685,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211815690,54.564867,11.241917,Under way using engine,1.1,6.8,118.5,122,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219006113,57.320988,11.127188,Engaged in fishing,0.0,0.0,226.7,156,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219029577,54.750910,10.670685,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,255802840,56.132860,12.479768,Under way using engine,1.1,9.0,131.7,133,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211815690,54.564867,11.241917,Under way using engine,1.1,6.8,118.5,122,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,255802840,56.132860,12.479768,Under way using engine,1.1,9.0,131.7,133,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219001789,55.477788,8.416475,Under way using engine,,0.0,353.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,209657000,55.636730,15.216673,Under way using engine,0.0,9.0,240.6,241,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,255802840,56.132860,12.479768,Under way using engine,1.1,9.0,131.7,133,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219750000,56.612567,8.423293,Power-driven vessel towing astern,0.0,3.4,88.2,87,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211413470,54.758587,8.294580,Under way using engine,0.0,0.0,164.0,27,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220279000,57.440880,11.229450,Engaged in fishing,0.0,6.7,211.6,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265072000,54.987350,13.975748,Under way using engine,-1.1,14.1,72.5,72,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220279000,57.440880,11.229450,Engaged in fishing,0.0,6.7,211.6,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219750000,56.612567,8.423293,Power-driven vessel towing astern,0.0,3.4,88.2,87,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219006382,55.087580,8.565210,Unknown value,0.0,0.0,351.4,163,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257073000,54.745582,10.840035,Under way using engine,0.0,8.9,169.0,164,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219006382,55.087580,8.565210,Unknown value,0.0,0.0,351.4,163,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220099000,56.533950,10.712833,Engaged in fishing,0.0,0.0,79.0,180,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257073000,54.745582,10.840035,Under way using engine,0.0,8.9,169.0,164,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257073000,54.745582,10.840035,Under way using engine,0.0,8.9,169.0,164,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257073000,54.745582,10.840035,Under way using engine,0.0,8.9,169.0,164,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,244642000,56.173448,12.462398,Under way using engine,0.0,11.2,325.4,328,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,244642000,56.173448,12.462398,Under way using engine,0.0,11.2,325.4,328,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,249284000,56.239297,11.347390,Under way using engine,-1.1,13.1,27.9,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,249284000,56.239297,11.347390,Under way using engine,-1.1,13.1,27.9,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257064430,56.779752,10.969387,Under way using engine,-0.7,11.2,328.5,329,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026172,58.142838,10.105357,Engaged in fishing,0.0,2.2,241.1,224,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257064430,56.779752,10.969387,Under way using engine,-0.7,11.2,328.5,329,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,538006339,55.327935,14.447012,Under way using engine,0.0,11.2,218.9,218,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026172,58.142838,10.105357,Engaged in fishing,0.0,2.2,241.1,224,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,249284000,56.239297,11.347390,Under way using engine,-1.1,13.1,27.9,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,249284000,56.239297,11.347390,Under way using engine,-1.1,13.1,27.9,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,266388000,57.772755,11.617975,Engaged in fishing,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,266095000,57.683383,11.648977,Under way using engine,,0.1,310.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000469,55.637680,14.854973,Under way using engine,0.0,7.8,36.2,35,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219019887,55.864900,10.548833,Under way using engine,0.0,0.0,188.0,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219019887,55.864900,10.548833,Under way using engine,0.0,0.0,188.0,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,255915880,57.625743,10.995815,Under way using engine,,10.8,84.8,69,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219019887,55.864900,10.548833,Under way using engine,0.0,0.0,188.0,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211219630,54.550357,10.261108,Under way using engine,0.0,8.7,333.9,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219005496,57.122080,8.600235,Unknown value,,0.0,290.8,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219024185,56.684375,8.225495,Moored,0.0,0.0,280.3,283,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000872,56.990907,10.308450,Under way using engine,,0.0,13.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000872,56.990907,10.308450,Under way using engine,,0.0,13.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026706,57.719823,10.591577,Under way using engine,,0.6,157.3,328,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000872,56.990907,10.308450,Under way using engine,,0.0,13.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026706,57.719823,10.591577,Under way using engine,,0.6,157.3,328,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190066,56.530067,8.166947,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026147,56.610380,10.305503,Under way using engine,0.0,0.0,13.8,315,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026147,56.610380,10.305503,Under way using engine,0.0,0.0,13.8,315,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,244251000,55.698800,14.933283,Under way using engine,0.0,9.0,62.0,61,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219026147,56.610380,10.305503,Under way using engine,0.0,0.0,13.8,315,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2194016,55.160025,14.886860,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265500330,55.135817,13.284025,Under way using engine,,1.0,6.7,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211945000,54.425067,11.337417,Under way using engine,0.0,0.1,224.5,125,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211945000,54.425067,11.337417,Under way using engine,0.0,0.1,224.5,125,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219012671,57.640872,10.998308,Engaged in fishing,,7.7,326.0,315,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,255916022,54.498130,12.187640,Under way using engine,1.6,9.5,195.4,193,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219012671,57.640872,10.998308,Engaged in fishing,,7.7,326.0,315,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211945000,54.425067,11.337417,Under way using engine,0.0,0.1,224.5,125,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,477552100,56.832533,7.638867,Under way using engine,-1.1,16.6,203.1,202,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,215902000,55.264055,12.886223,Under way using engine,1.6,8.0,289.6,291,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636025693,54.600342,11.108127,Constrained by her draught,0.0,10.7,265.2,265,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219159000,56.687140,10.988518,Under way using engine,,10.1,179.7,179,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636024670,57.712885,10.584608,Moored,0.0,0.0,35.3,74,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257207000,55.727645,10.792355,Under way using engine,0.0,9.7,190.1,191,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219019287,57.719050,10.590115,Under way using engine,0.0,0.0,274.0,157,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,257207000,55.727645,10.792355,Under way using engine,0.0,9.7,190.1,191,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636024670,57.712885,10.584608,Moored,0.0,0.0,35.3,74,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023648,55.972108,11.370680,Under way using engine,0.0,0.0,232.8,195,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211302570,55.060467,10.618117,Moored,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023648,55.972108,11.370680,Under way using engine,0.0,0.0,232.8,195,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265051000,54.975155,12.608128,Under way using engine,0.0,17.2,183.6,183,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,265610950,55.554642,14.359413,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636024735,57.816685,10.534255,Under way sailing,0.0,8.8,83.9,87,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636024735,57.816685,10.534255,Under way sailing,0.0,8.8,83.9,87,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,211302570,55.060467,10.618117,Moored,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023648,55.972108,11.370680,Under way using engine,0.0,0.0,232.8,195,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219016832,55.211800,11.198267,Under way using engine,0.0,0.1,181.1,252,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
